C2F1,141135601_-1.png0,770.163225,135.61725,0.164078,132.150757,0,0,0,0,0,0,0,106943,26.898799,91.923329,139.150443,170.654741,0.195095,0.004881,673.719756,0.004844,0.093742,0,0.056254,0.487886,1449.144988,17.341098,205.514198,139.150443,0.082034,2.284866,2.5,377.837417,0.355992,2.147922,0.8919,42.944429,0.429246,1485.616048,94.918879,127.020369,115.006384,0.007806,0,903.268743,282.180332,864.734152,0,0
C2F1,141239075_-1.png0,753.032625,148.4652,0.177665,149.103318,0,0,0,0,0,0,0,117978,13.26135,78.20293,131.220142,63.27233,0.029641,0.004306,520.654722,0.005546,0.102838,0,0.198834,0.634686,1219.064574,16.403149,228.506108,131.220142,0.152684,1.881519,2.5,232.136108,0.326425,2.169274,0.901787,35.643254,0.335479,1252.203493,81.989227,128.822246,112.688784,0,0,645.531669,233.151252,862.153263,0,0
C2F1,141245064_-1.png0,711.633675,99.214725,0.115686,88.750919,0,0,0,0,0,0,0,66363.5,23.579619,85.567391,136.02499,92.72546,0.02863,0.009689,780.167426,0.030589,0.115556,0,0.133945,0.67839,1699.186143,16.364137,210.879642,136.02499,0.078186,3.070984,2.5,173.78744,0.416012,1.95231,0.914111,36.048654,0.314741,1756.37148,88.958982,127.988634,115.989337,0,0,955.050264,284.364737,894.477736,0,0
C2F1,141246904_-1.png0,759.4566,122.7693,0.16219,118.263784,0,0,0,0,0,0,0,94374.5,27.849079,97.528823,149.192926,155.446468,0.084091,0.00089,850.028042,0.003574,0.071987,0,0.055683,0.56488,1782.286939,17.127277,207.199807,149.192926,0.056075,1.972018,2.5,279.230128,0.35848,2.105597,0.900252,48.235669,0.34595,1822.346227,100.671273,127.214041,114.03313,0,0,1076.930093,353.730709,1042.486955,0,0
C2F1,141248331_-1.png0,700.213275,101.35605,0.140237,117.49983,0,0,0,0,0,0,0,86450.5,24.029586,93.400714,142.72969,159.016575,0.158785,0.002649,855.570686,0.00278,0.081546,0,0.041573,0.447137,1697.622367,17.435057,212.912408,142.72969,0.080112,3.075708,2.5,322.336472,0.340468,2.206174,0.892252,46.820113,0.377062,1741.653893,96.257863,127.047237,113.991748,0,0,1074.385812,370.028797,1015.701898,0,0
C2F1,141251450_-1.png0,796.5729,149.89275,0.173057,132.12963,0,0,0,0,0,0,0,110592.5,10.694848,88.571083,139.506167,61.901737,0.36856,0.011411,505.745178,0.001492,0.070448,0,0.021557,0.235614,1238.327522,18.123642,234.044022,139.506238,0.048032,2.952395,2.5,308.660526,0.358662,2.104846,0.885675,45.417017,0.465295,1273.854554,91.577376,127.330536,114.085446,0,0,622.590453,210.976762,814.062646,0,0
C2F1,141254364_-1.png0,703.068375,142.755,0.191145,132.413536,0,0,0,0,0,0,0,97820.5,18.823282,88.786882,143.075535,90.145886,0.062553,0.000981,755.813015,0.015535,0.08562,0,0.16239,0.517798,1508.757028,16.689903,221.320283,143.075535,0.102995,2.995231,2.5,226.726738,0.359939,2.118023,0.901097,40.42386,0.338714,1548.242143,92.389749,128.132844,113.518841,0,0.018829,894.650119,313.501029,944.69616,0,0
C2F1,141257091_-1.png0,763.025475,131.3346,0.142171,129.260368,0,0,0,0,0,0,0,103634.5,12.013012,85.72142,142.448413,51.883862,0.058619,0.006976,582.585821,0.004024,0.08118,0,0.114547,0.608391,1378.588155,16.822418,232.015824,142.448413,0.138565,3.789594,2.5,236.452581,0.335599,2.153032,0.898266,40.614842,0.372546,1416.38105,89.684788,128.650075,112.127253,0,0,694.624653,255.629816,957.66348,0,0
C2F1,141259375_-1.png0,738.757125,153.461625,0.196098,157.39066,0,0,0,0,0,0,0,122174.5,9.775086,78.633143,142.262078,71.511958,0.010706,0.002767,491.951123,0.029567,0.080497,0,0.458256,0.490857,1341.469887,15.614496,236.422327,142.262078,0.071867,2.649471,2.5,276.598304,0.305294,2.21926,0.901423,43.333627,0.337948,1373.294723,84.023742,130.731039,109.430816,0,0.030976,635.038175,245.764855,1065.417158,0,0
C2F1,141302216_-1.png0,750.177525,161.31315,0.200815,134.855059,0,0,0,0,0,0,0,106299.5,18.037934,91.761821,148.108553,126.839468,0.041731,0.000151,597.239992,0.004064,0.058922,0,0.098468,0.606036,1337.992005,16.892648,223.254442,148.108553,0.102949,2.761855,2.5,351.668578,0.375244,1.966128,0.911905,38.272851,0.307024,1374.776997,95.668838,128.169568,113.416645,0,0.008111,775.311499,241.072701,880.051648,0,0
C2F1,141305614_-1.png0,717.343875,119.9142,0.149485,126.275954,0,0,0,0,0,0,0,95180.5,19.828511,94.141909,149.801913,119.53255,0.093286,0.005989,842.308895,0.007057,0.064149,0,0.142698,0.466768,1593.219357,16.951967,221.205563,149.801913,0.063133,2.471289,2.5,264.715717,0.321352,2.214043,0.901368,43.681074,0.315504,1633.911117,97.665269,127.886413,111.891021,0,0.004851,991.158159,380.112797,1058.544614,0,0
C2F1,141308195_-1.png0,723.054075,149.178975,0.21585,149.291214,0,0,0,0,0,0,0,113424,16.361419,84.715499,139.73763,95.708282,0.068151,0.004699,640.339748,0.009639,0.093884,0,0.221602,0.551435,1417.002833,16.517662,225.300165,139.73763,0.089766,3.400558,0.5,300.778358,0.319725,2.252322,0.892337,42.219879,0.384515,1451.24589,88.590992,128.611926,112.066212,0,0.005145,791.593258,290.406136,977.788276,0,0
C2F1,141323214_-1.png0,747.322425,160.599375,0.21501,164.930914,0,0,0,0,0,0,0,129512,25.845969,86.552984,136.333822,143.888772,0.050574,0.006409,640.370857,0.018966,0.089958,0,0.217432,0.580765,1213.511931,16.343785,207.363323,136.333822,0.138698,2.646251,2.5,290.08316,0.314881,2.264744,0.886205,41.694438,0.375219,1243.448466,90.118693,127.907333,113.223795,0,0.029097,831.669789,292.969681,834.490449,0,0
C2F1,141326162_-1.png0,780.156075,174.874875,0.236923,140.797194,0,0,0,0,0,0,0,115418.5,19.906117,83.43446,128.675653,166.111363,0.203797,0.002331,715.78793,0.008687,0.143926,0,0.034527,0.43903,1492.191461,17.464057,216.507481,128.675653,0.068718,3.160883,2.5,396.432867,0.355883,2.124727,0.909721,35.134353,0.332052,1525.150163,86.065095,127.223745,115.362397,0,0,954.451322,299.578014,869.277275,0,0
C2F1,141330346_-1.png0,792.29025,144.18255,0.173704,143.369369,0,0,0,0,0,0,0,119355,18.098401,91.503246,145.836276,119.024648,0.070454,0.005379,685.190005,0.00606,0.072166,0,0.095346,0.497859,1530.319858,17.079294,222.191509,145.836276,0.107173,2.11975,2.5,346.584502,0.328504,2.209449,0.892717,47.809332,0.385075,1562.778959,95.042781,127.858293,112.405871,0,0.003526,863.486606,303.665623,1013.074343,0,0
C2F1,141334085_-1.png0,810.8484,109.92135,0.119923,97.703638,0,0,0,0,0,0,0,83243.5,21.895358,87.939523,134.369587,183.254936,0.269991,0.006883,849.936045,0.002563,0.118008,0,0.043547,0.421177,1875.857398,17.623398,212.692145,134.369631,0.110328,2.485931,2.5,473.691881,0.387896,2.077131,0.900348,36.290193,0.385555,1920.676472,90.602977,127.140781,116.000208,0,0,1118.497847,332.666944,987.349064,0,0
C2F1,141352236_-1.png0,759.4566,124.19685,0.147624,112.695489,0,0,0,0,0,0,0,89931,28.751052,100.27448,152.223082,155.151063,0.096363,0.002357,972.279726,0.01523,0.075395,0,0.056688,0.474575,1918.47524,17.229338,207.301978,152.216774,0.117264,2.611683,2.5,218.213583,0.375145,2.031772,0.917258,42.134967,0.276063,1961.608149,103.221842,127.061117,114.427738,0,0,1176.970009,390.923819,1067.997515,0,0
C2F1,141354643_-1.png0,842.2545,97.0734,0.108556,102.450847,0,0,0,0,0,0,0,90669,21.424609,83.865321,131.143442,112.705145,0.165205,0.005768,701.220528,0.004827,0.127912,0,0.125048,0.513671,1693.48052,17.0642,212.149556,131.143483,0.095836,3.729112,2.5,337.917545,0.374831,2.094566,0.893846,40.159038,0.446107,1734.831503,86.886375,127.575335,115.458162,0,0,911.18788,282.279297,946.743461,0,0
C2F1,141356843_-1.png0,734.474475,107.06625,0.131923,118.208617,0,0,0,0,0,0,0,91227.5,20.714396,87.230845,135.528163,136.910033,0.159382,0.001622,607.867574,0.002415,0.081379,0,0.050753,0.469543,1335.129606,17.405511,216.194965,135.528205,0.103047,2.030915,2.5,345.524398,0.33065,2.218975,0.88364,41.963845,0.455515,1377.756645,90.312114,127.329185,113.935153,0,0,806.794162,269.446453,866.559231,0,0
C2F1,141359034_-1.png0,758.742825,122.055525,0.153611,118.437128,0,0,0,0,0,0,0,94424,25.458858,96.618704,150.680361,119.069763,0.072725,0.002531,767.631723,0.005331,0.06629,0,0.059233,0.644889,1699.078817,17.018514,211.915411,150.680361,0.079178,2.836184,2.5,212.80666,0.374175,2.028438,0.909716,48.158136,0.327714,1739.396521,100.077348,127.575273,113.937436,0,0,955.921628,309.566114,1006.064665,0,0
